;;;;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems;Teilbereiche des Berufsbildungssystems
;;;;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Duale Ausbildung;Duale Ausbildung;Duale Ausbildung;Duale Ausbildung;Duale Ausbildung;Schulberufssystem;Schulberufssystem;Schulberufssystem;Schulberufssystem;Schulberufssystem;Übergangssystem;Übergangssystem;Übergangssystem;Übergangssystem;Übergangssystem;Erwerb der Hochschulzugangsberechtigung;Erwerb der Hochschulzugangsberechtigung;Erwerb der Hochschulzugangsberechtigung;Erwerb der Hochschulzugangsberechtigung;Erwerb der Hochschulzugangsberechtigung;Berufliche Fortbildung;Berufliche Fortbildung;Berufliche Fortbildung;Berufliche Fortbildung;Berufliche Fortbildung
;;;;Geschlecht;Geschlecht;Geschlecht;Nationalität;Nationalität;Geschlecht;Geschlecht;Geschlecht;Nationalität;Nationalität;Geschlecht;Geschlecht;Geschlecht;Nationalität;Nationalität;Geschlecht;Geschlecht;Geschlecht;Nationalität;Nationalität;Geschlecht;Geschlecht;Geschlecht;Nationalität;Nationalität;Geschlecht;Geschlecht;Geschlecht;Nationalität;Nationalität
;;;;Insgesamt;männlich;weiblich;Deutsche;Ausländer;Insgesamt;männlich;weiblich;Deutsche;Ausländer;Insgesamt;männlich;weiblich;Deutsche;Ausländer;Insgesamt;männlich;weiblich;Deutsche;Ausländer;Insgesamt;männlich;weiblich;Deutsche;Ausländer;Insgesamt;männlich;weiblich;Deutsche;Ausländer
2013/14;05362008;      Bergheim, Stadt;Öffentlich;1039;200;839;943;96;230;32;198;198;32;293;33;260;263;30;310;98;212;286;24;98;24;74;93;5;108;13;95;103;5
2013/14;05362008;      Bergheim, Stadt;Privat;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2013/14;05362008;      Bergheim, Stadt;Insgesamt;1039;200;839;943;96;230;32;198;198;32;293;33;260;263;30;310;98;212;286;24;98;24;74;93;5;108;13;95;103;5
2013/14;05362012;      Brühl, Stadt;Öffentlich;1438;530;908;1240;198;729;184;545;639;90;-;-;-;-;-;141;67;74;97;44;568;279;289;504;64;-;-;-;-;-
2013/14;05362012;      Brühl, Stadt;Privat;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2013/14;05362012;      Brühl, Stadt;Insgesamt;1438;530;908;1240;198;729;184;545;639;90;-;-;-;-;-;141;67;74;97;44;568;279;289;504;64;-;-;-;-;-
2013/14;05362016;      Elsdorf, Stadt;Öffentlich;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2013/14;05362016;      Elsdorf, Stadt;Privat;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2013/14;05362016;      Elsdorf, Stadt;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2013/14;05362020;      Erftstadt, Stadt;Öffentlich;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2013/14;05362020;      Erftstadt, Stadt;Privat;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2013/14;05362020;      Erftstadt, Stadt;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2013/14;05362024;      Frechen, Stadt;Öffentlich;1956;1000;956;1777;179;1233;630;603;1150;83;-;-;-;-;-;125;72;53;100;25;598;298;300;527;71;-;-;-;-;-
2013/14;05362024;      Frechen, Stadt;Privat;834;536;298;721;113;661;418;243;583;78;-;-;-;-;-;173;118;55;138;35;-;-;-;-;-;-;-;-;-;-
